segment,date,direction,time,link,speed
I-210A,20160530,E,7-9AM,717617,69.01060071
I-210A,20160602,E,7-9AM,717617,68.29268293
I-210A,20160616,E,7-9AM,717617,69.26056338
I-210A,20170530,E,7-9AM,717617,69.07590759
I-210A,20170602,E,7-9AM,717617,69.75177305
I-210A,20170612,E,7-9AM,717617,69.76190476
I-210A,20170614,E,7-9AM,717617,69.29292929
I-210A,20170616,E,7-9AM,717617,69.75088968
I-210A,20160530,E,7-9AM,717620,55.80212014
I-210A,20160602,E,7-9AM,717620,47.49593496
I-210A,20160616,E,7-9AM,717620,48.63380282
I-210A,20170530,E,7-9AM,717620,50.26072607
I-210A,20170602,E,7-9AM,717620,48.03900709
I-210A,20170612,E,7-9AM,717620,50.27891156
I-210A,20170614,E,7-9AM,717620,45.14814815
I-210A,20170616,E,7-9AM,717620,48.28113879
I-210A,20160531,E,7-9AM,717625,27.12411348
I-210A,20160601,E,7-9AM,717625,28.88111888
I-210A,20160603,E,7-9AM,717625,26.20848057
I-210A,20160613,E,7-9AM,717625,28.82575758
I-210A,20160615,E,7-9AM,717625,16.75886525
I-210A,20160617,E,7-9AM,717625,31.73076923
I-210A,20170529,E,7-9AM,717625,70
I-210A,20170531,E,7-9AM,717625,69.75
I-210A,20170601,E,7-9AM,717625,69.01754386
I-210A,20170613,E,7-9AM,717625,69.76271186
I-210A,20170615,E,7-9AM,717625,69.74910394
I-210A,20160531,E,7-9AM,768283,0
I-210A,20160601,E,7-9AM,768283,0
I-210A,20160603,E,7-9AM,768283,0
I-210A,20160613,E,7-9AM,768283,63.83333333
I-210A,20160615,E,7-9AM,768283,61.82978723
I-210A,20160617,E,7-9AM,768283,62.20629371
I-210A,20170529,E,7-9AM,768283,63.18791946
I-210A,20170531,E,7-9AM,768283,61.30714286
I-210A,20170601,E,7-9AM,768283,62.4877193
I-210A,20170613,E,7-9AM,768283,61.74576271
I-210A,20170615,E,7-9AM,768283,62.10752688
I-210A,20160530,E,7-9AM,768297,0
I-210A,20160602,E,7-9AM,768297,0
I-210A,20160616,E,7-9AM,768297,60.91549296
I-210A,20170530,E,7-9AM,768297,62.22112211
I-210A,20170602,E,7-9AM,768297,60.14893617
I-210A,20170612,E,7-9AM,768297,61.65306122
I-210A,20170614,E,7-9AM,768297,59.93602694
I-210A,20170616,E,7-9AM,768297,59.34163701
I-210A,20160530,E,7-9AM,769788,63.795053
I-210A,20160602,E,7-9AM,769788,61.89837398
I-210A,20160616,E,7-9AM,769788,62.88028169
I-210A,20170530,E,7-9AM,769788,46.08910891
I-210A,20170602,E,7-9AM,769788,41.72340426
I-210A,20170612,E,7-9AM,769788,40.23469388
I-210A,20170614,E,7-9AM,769788,22.73737374
I-210A,20170616,E,7-9AM,769788,11.5088968
I-210A,20160531,E,7-9AM,769806,65.63120567
I-210A,20160601,E,7-9AM,769806,68.20979021
I-210A,20160603,E,7-9AM,769806,68.74911661
I-210A,20160613,E,7-9AM,769806,66.73484848
I-210A,20160615,E,7-9AM,769806,68.61347518
I-210A,20160617,E,7-9AM,769806,66.41258741
I-210A,20170529,E,7-9AM,769806,51.44295302
I-210A,20170531,E,7-9AM,769806,58.75
I-210A,20170601,E,7-9AM,769806,47.64912281
I-210A,20170613,E,7-9AM,769806,31.55932203
I-210A,20170615,E,7-9AM,769806,11.29032258
I-210A,20160531,E,7-9AM,769819,53.36524823
I-210A,20160601,E,7-9AM,769819,60.04545455
I-210A,20160603,E,7-9AM,769819,62.60070671
I-210A,20160613,E,7-9AM,769819,63.99621212
I-210A,20160615,E,7-9AM,769819,61.62765957
I-210A,20160617,E,7-9AM,769819,62.97552448
I-210A,20170529,E,7-9AM,769819,65.12416107
I-210A,20170531,E,7-9AM,769819,58.27857143
I-210A,20170601,E,7-9AM,769819,61.01403509
