segment,date,direction,time,link,speed
I-710,20160531,N,7-9AM,716499,47.34042553
I-710,20160601,N,7-9AM,716499,39.31818182
I-710,20160603,N,7-9AM,716499,45.08833922
I-710,20160613,N,7-9AM,716499,45.57954545
I-710,20160615,N,7-9AM,716499,40.28723404
I-710,20160617,N,7-9AM,716499,48.11188811
I-710,20170529,N,7-9AM,716499,0
I-710,20170531,N,7-9AM,716499,0
I-710,20170601,N,7-9AM,716499,0
I-710,20170613,N,7-9AM,716499,32.27118644
I-710,20170615,N,7-9AM,716499,29.63799283
I-710,20160530,N,7-9AM,718164,0
I-710,20160602,N,7-9AM,718164,17.39837398
I-710,20160616,N,7-9AM,718164,15.43661972
I-710,20170530,N,7-9AM,718164,0
I-710,20170602,N,7-9AM,718164,17.57092199
I-710,20170612,N,7-9AM,718164,20.23469388
I-710,20170614,N,7-9AM,718164,15.32323232
I-710,20170616,N,7-9AM,718164,10.79359431
I-710,20160531,N,7-9AM,718165,0
I-710,20160601,N,7-9AM,718165,0
I-710,20160603,N,7-9AM,718165,0
I-710,20160613,N,7-9AM,718165,0
I-710,20160615,N,7-9AM,718165,0
I-710,20160617,N,7-9AM,718165,0
I-710,20170529,N,7-9AM,718165,69.68456376
I-710,20170531,N,7-9AM,718165,62.125
I-710,20170601,N,7-9AM,718165,66.84912281
I-710,20170613,N,7-9AM,718165,69.75932203
I-710,20170615,N,7-9AM,718165,68.97849462
I-710,20160530,N,7-9AM,763304,0
I-710,20160602,N,7-9AM,763304,0
I-710,20160616,N,7-9AM,763304,0
I-710,20170530,N,7-9AM,763304,70
I-710,20170602,N,7-9AM,763304,70
I-710,20170612,N,7-9AM,763304,70
I-710,20170614,N,7-9AM,763304,70
I-710,20170616,N,7-9AM,763304,70
I-710,20160531,N,7-9AM,763372,60.69858156
I-710,20160601,N,7-9AM,763372,63.2027972
I-710,20160603,N,7-9AM,763372,65.75618375
I-710,20160613,N,7-9AM,763372,64.89393939
I-710,20160615,N,7-9AM,763372,65.10283688
I-710,20160617,N,7-9AM,763372,65.22727273
I-710,20170529,N,7-9AM,763372,0
I-710,20170531,N,7-9AM,763372,0
I-710,20170601,N,7-9AM,763372,0
I-710,20170613,N,7-9AM,763372,62.98305085
I-710,20170615,N,7-9AM,763372,61.94623656
I-710,20160530,N,7-9AM,763384,68.40636042
I-710,20160602,N,7-9AM,763384,42.02845528
I-710,20160616,N,7-9AM,763384,34.29577465
I-710,20170530,N,7-9AM,763384,0
I-710,20170602,N,7-9AM,763384,0
I-710,20170612,N,7-9AM,763384,52.31292517
I-710,20170614,N,7-9AM,763384,37.65993266
I-710,20170616,N,7-9AM,763384,20.81850534
I-710,20160531,N,7-9AM,763392,28.85460993
I-710,20160601,N,7-9AM,763392,19.61538462
I-710,20160603,N,7-9AM,763392,24.92226148
I-710,20160613,N,7-9AM,763392,23.56060606
I-710,20160615,N,7-9AM,763392,18.47163121
I-710,20160617,N,7-9AM,763392,28.90559441
I-710,20170529,N,7-9AM,763392,61.40939597
I-710,20170531,N,7-9AM,763392,18.21071429
I-710,20170601,N,7-9AM,763392,17.80701754
I-710,20170613,N,7-9AM,763392,17.18983051
I-710,20170615,N,7-9AM,763392,15.35483871
I-710,20160531,N,7-9AM,763400,42.28368794
I-710,20160601,N,7-9AM,763400,28.20629371
I-710,20160603,N,7-9AM,763400,32.25795053
I-710,20160613,N,7-9AM,763400,0
I-710,20160615,N,7-9AM,763400,0
I-710,20160617,N,7-9AM,763400,0
I-710,20170529,N,7-9AM,763400,67.34899329
I-710,20170531,N,7-9AM,763400,28.65
I-710,20170601,N,7-9AM,763400,27.1122807
I-710,20170613,N,7-9AM,763400,26.80677966
I-710,20170615,N,7-9AM,763400,24.14336918
I-710,20160531,N,7-9AM,763408,24.26595745
I-710,20160601,N,7-9AM,763408,9.958041958
I-710,20160603,N,7-9AM,763408,18.99293286
